dataset,site,recording,split,scene_id,batch_id,timestamp,frame_index,camera_id,source_detection_id,local_track_id,gt_global_id,gt_world_x,gt_world_y,has_gt
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.300,3,CB,smoke_pair|smoke_001|CB|2|3,2,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.300,3,CA,smoke_pair|smoke_001|CA|3|3,3,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.300,3,CB,smoke_pair|smoke_001|CB|3|3,3,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.300,3,CA,smoke_pair|smoke_001|CA|4|3,4,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.300,3,CB,smoke_pair|smoke_001|CB|4|3,4,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.300,3,CA,smoke_pair|smoke_001|CA|5|3,5,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.300,3,CB,smoke_pair|smoke_001|CB|5|3,5,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.300,3,CA,smoke_pair|smoke_001|CA|6|3,6,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.300,3,CB,smoke_pair|smoke_001|CB|6|3,6,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.300,3,CA,smoke_pair|smoke_001|CA|7|3,7,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.300,3,CB,smoke_pair|smoke_001|CB|7|3,7,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.300,3,CA,smoke_pair|smoke_001|CA|8|3,8,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.300,3,CB,smoke_pair|smoke_001|CB|8|3,8,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.400,4,CA,smoke_pair|smoke_001|CA|1|4,1,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.400,4,CB,smoke_pair|smoke_001|CB|1|4,1,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.400,4,CA,smoke_pair|smoke_001|CA|2|4,2,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.400,4,CB,smoke_pair|smoke_001|CB|2|4,2,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.400,4,CA,smoke_pair|smoke_001|CA|3|4,3,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.400,4,CB,smoke_pair|smoke_001|CB|3|4,3,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.400,4,CA,smoke_pair|smoke_001|CA|4|4,4,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.400,4,CB,smoke_pair|smoke_001|CB|4|4,4,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.400,4,CA,smoke_pair|smoke_001|CA|5|4,5,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.400,4,CB,smoke_pair|smoke_001|CB|5|4,5,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.400,4,CA,smoke_pair|smoke_001|CA|6|4,6,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.400,4,CB,smoke_pair|smoke_001|CB|6|4,6,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.400,4,CA,smoke_pair|smoke_001|CA|7|4,7,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.400,4,CB,smoke_pair|smoke_001|CB|7|4,7,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.400,4,CA,smoke_pair|smoke_001|CA|8|4,8,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.400,4,CB,smoke_pair|smoke_001|CB|8|4,8,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.500,5,CA,smoke_pair|smoke_001|CA|1|5,1,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.500,5,CB,smoke_pair|smoke_001|CB|1|5,1,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.500,5,CA,smoke_pair|smoke_001|CA|2|5,2,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.500,5,CB,smoke_pair|smoke_001|CB|2|5,2,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.500,5,CA,smoke_pair|smoke_001|CA|3|5,3,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.500,5,CB,smoke_pair|smoke_001|CB|3|5,3,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.500,5,CA,smoke_pair|smoke_001|CA|4|5,4,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.500,5,CB,smoke_pair|smoke_001|CB|4|5,4,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.500,5,CA,smoke_pair|smoke_001|CA|5|5,5,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.500,5,CB,smoke_pair|smoke_001|CB|5|5,5,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.500,5,CA,smoke_pair|smoke_001|CA|6|5,6,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.500,5,CB,smoke_pair|smoke_001|CB|6|5,6,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.500,5,CA,smoke_pair|smoke_001|CA|7|5,7,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.500,5,CB,smoke_pair|smoke_001|CB|7|5,7,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.500,5,CA,smoke_pair|smoke_001|CA|8|5,8,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.500,5,CB,smoke_pair|smoke_001|CB|8|5,8,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.600,6,CA,smoke_pair|smoke_001|CA|1|6,1,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.600,6,CB,smoke_pair|smoke_001|CB|1|6,1,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.600,6,CA,smoke_pair|smoke_001|CA|2|6,2,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.600,6,CB,smoke_pair|smoke_001|CB|2|6,2,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.600,6,CA,smoke_pair|smoke_001|CA|3|6,3,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.600,6,CB,smoke_pair|smoke_001|CB|3|6,3,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.600,6,CA,smoke_pair|smoke_001|CA|4|6,4,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.600,6,CB,smoke_pair|smoke_001|CB|4|6,4,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.600,6,CA,smoke_pair|smoke_001|CA|5|6,5,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.600,6,CB,smoke_pair|smoke_001|CB|5|6,5,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.600,6,CA,smoke_pair|smoke_001|CA|6|6,6,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.600,6,CB,smoke_pair|smoke_001|CB|6|6,6,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.600,6,CA,smoke_pair|smoke_001|CA|7|6,7,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.600,6,CB,smoke_pair|smoke_001|CB|7|6,7,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.600,6,CA,smoke_pair|smoke_001|CA|8|6,8,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.600,6,CB,smoke_pair|smoke_001|CB|8|6,8,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.700,7,CA,smoke_pair|smoke_001|CA|1|7,1,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.700,7,CB,smoke_pair|smoke_001|CB|1|7,1,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.700,7,CA,smoke_pair|smoke_001|CA|2|7,2,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.700,7,CB,smoke_pair|smoke_001|CB|2|7,2,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.700,7,CA,smoke_pair|smoke_001|CA|3|7,3,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.700,7,CB,smoke_pair|smoke_001|CB|3|7,3,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.700,7,CA,smoke_pair|smoke_001|CA|4|7,4,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.700,7,CB,smoke_pair|smoke_001|CB|4|7,4,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.700,7,CA,smoke_pair|smoke_001|CA|5|7,5,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.700,7,CB,smoke_pair|smoke_001|CB|5|7,5,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.700,7,CA,smoke_pair|smoke_001|CA|6|7,6,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.700,7,CB,smoke_pair|smoke_001|CB|6|7,6,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.700,7,CA,smoke_pair|smoke_001|CA|7|7,7,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.700,7,CB,smoke_pair|smoke_001|CB|7|7,7,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.700,7,CA,smoke_pair|smoke_001|CA|8|7,8,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.700,7,CB,smoke_pair|smoke_001|CB|8|7,8,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.800,8,CA,smoke_pair|smoke_001|CA|1|8,1,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.800,8,CB,smoke_pair|smoke_001|CB|1|8,1,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.800,8,CA,smoke_pair|smoke_001|CA|2|8,2,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.800,8,CB,smoke_pair|smoke_001|CB|2|8,2,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.800,8,CA,smoke_pair|smoke_001|CA|3|8,3,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.800,8,CB,smoke_pair|smoke_001|CB|3|8,3,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.800,8,CA,smoke_pair|smoke_001|CA|4|8,4,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.800,8,CB,smoke_pair|smoke_001|CB|4|8,4,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.800,8,CA,smoke_pair|smoke_001|CA|5|8,5,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.800,8,CB,smoke_pair|smoke_001|CB|5|8,5,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.800,8,CA,smoke_pair|smoke_001|CA|6|8,6,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.800,8,CB,smoke_pair|smoke_001|CB|6|8,6,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.800,8,CA,smoke_pair|smoke_001|CA|7|8,7,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.800,8,CB,smoke_pair|smoke_001|CB|7|8,7,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.800,8,CA,smoke_pair|smoke_001|CA|8|8,8,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.800,8,CB,smoke_pair|smoke_001|CB|8|8,8,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.900,9,CA,smoke_pair|smoke_001|CA|1|9,1,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.900,9,CB,smoke_pair|smoke_001|CB|1|9,1,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.900,9,CA,smoke_pair|smoke_001|CA|2|9,2,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.900,9,CB,smoke_pair|smoke_001|CB|2|9,2,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.900,9,CA,smoke_pair|smoke_001|CA|3|9,3,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.900,9,CB,smoke_pair|smoke_001|CB|3|9,3,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.900,9,CA,smoke_pair|smoke_001|CA|4|9,4,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.900,9,CB,smoke_pair|smoke_001|CB|4|9,4,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.900,9,CA,smoke_pair|smoke_001|CA|5|9,5,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.900,9,CB,smoke_pair|smoke_001|CB|5|9,5,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.900,9,CA,smoke_pair|smoke_001|CA|6|9,6,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.900,9,CB,smoke_pair|smoke_001|CB|6|9,6,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.900,9,CA,smoke_pair|smoke_001|CA|7|9,7,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.900,9,CB,smoke_pair|smoke_001|CB|7|9,7,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.900,9,CA,smoke_pair|smoke_001|CA|8|9,8,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,0.900,9,CB,smoke_pair|smoke_001|CB|8|9,8,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.000,10,CA,smoke_pair|smoke_001|CA|1|10,1,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.000,10,CB,smoke_pair|smoke_001|CB|1|10,1,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.000,10,CA,smoke_pair|smoke_001|CA|2|10,2,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.000,10,CB,smoke_pair|smoke_001|CB|2|10,2,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.000,10,CA,smoke_pair|smoke_001|CA|3|10,3,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.000,10,CB,smoke_pair|smoke_001|CB|3|10,3,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.000,10,CA,smoke_pair|smoke_001|CA|4|10,4,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.000,10,CB,smoke_pair|smoke_001|CB|4|10,4,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.000,10,CA,smoke_pair|smoke_001|CA|5|10,5,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.000,10,CB,smoke_pair|smoke_001|CB|5|10,5,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.000,10,CA,smoke_pair|smoke_001|CA|6|10,6,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.000,10,CB,smoke_pair|smoke_001|CB|6|10,6,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.000,10,CA,smoke_pair|smoke_001|CA|7|10,7,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.000,10,CB,smoke_pair|smoke_001|CB|7|10,7,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.000,10,CA,smoke_pair|smoke_001|CA|8|10,8,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.000,10,CB,smoke_pair|smoke_001|CB|8|10,8,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.100,11,CA,smoke_pair|smoke_001|CA|1|11,1,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.100,11,CB,smoke_pair|smoke_001|CB|1|11,1,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.100,11,CA,smoke_pair|smoke_001|CA|2|11,2,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.100,11,CB,smoke_pair|smoke_001|CB|2|11,2,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.100,11,CA,smoke_pair|smoke_001|CA|3|11,3,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.100,11,CB,smoke_pair|smoke_001|CB|3|11,3,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.100,11,CA,smoke_pair|smoke_001|CA|4|11,4,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.100,11,CB,smoke_pair|smoke_001|CB|4|11,4,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.100,11,CA,smoke_pair|smoke_001|CA|5|11,5,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.100,11,CB,smoke_pair|smoke_001|CB|5|11,5,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.100,11,CA,smoke_pair|smoke_001|CA|6|11,6,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.100,11,CB,smoke_pair|smoke_001|CB|6|11,6,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.100,11,CA,smoke_pair|smoke_001|CA|7|11,7,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.100,11,CB,smoke_pair|smoke_001|CB|7|11,7,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.100,11,CA,smoke_pair|smoke_001|CA|8|11,8,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.100,11,CB,smoke_pair|smoke_001|CB|8|11,8,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.200,12,CA,smoke_pair|smoke_001|CA|1|12,1,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.200,12,CB,smoke_pair|smoke_001|CB|1|12,1,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.200,12,CA,smoke_pair|smoke_001|CA|2|12,2,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.200,12,CB,smoke_pair|smoke_001|CB|2|12,2,,,,0
synthetic,smoke_pair,smoke_pair,train,smoke_pair,smoke_001,1.200,12,CA,smoke_pair|smoke_001|CA|3|12,3,,,,0
